Date,CampaignID,CampaignName,Platform,TargetAudience,Impressions,Clicks,Leads,Applications,Enrollments,Cost (₹),Revenue (₹),Region,CTR (%),Lead Conversion Rate (%),Application Conversion Rate (%),Enrollment Conversion Rate (%),ROI (%),Cost per Lead (₹),Cost per Enrollment (₹)
2024-09-06,AD005,Semester Exchange Program,Instagram,22–27 Age,63297,4534,954,479,279,50866.84,2142106.16,Pan India,7.16,21.04,50.21,58.25,4111.2,53.32,182.32
2024-09-07,AD005,Semester Exchange Program,Instagram,22–27 Age,58123,2245,487,238,102,48037.73,806657.5,West India,3.86,21.69,48.87,42.86,1579.22,98.64,470.96
2024-09-08,AD005,Semester Exchange Program,Instagram,17–21 Age,245747,19560,3600,2070,927,200843.09,3867146.21,West India,7.96,18.4,57.5,44.78,1825.46,55.79,216.66
2024-09-09,AD005,Semester Exchange Program,Instagram,17–21 Age,84497,2556,527,306,147,40400.53,517443.61,East India,3.02,20.62,58.06,48.04,1180.78,76.66,274.83
2024-09-10,AD005,Semester Exchange Program,Instagram,17–21 Age,241659,17679,2873,1586,722,135221.61,4879841.23,East India,7.32,16.25,55.2,45.52,3508.77,47.07,187.29
2024-09-11,AD005,Semester Exchange Program,Instagram,22–27 Age,65507,2625,419,269,116,58810.83,812926.32,West India,4.01,15.96,64.2,43.12,1282.27,140.36,506.99
2024-09-12,AD005,Semester Exchange Program,Instagram,17–21 Age,89606,3064,523,302,174,82237.51,1090015.64,Pan India,3.42,17.07,57.74,57.62,1225.45,157.24,472.63
2024-09-13,AD005,Semester Exchange Program,Instagram,25–35 Age,288944,22296,3936,2456,1336,268441.11,10200618.61,North India,7.72,17.65,62.4,54.4,3699.95,68.2,200.93
2024-09-14,AD005,Semester Exchange Program,Instagram,25–35 Age,61065,3349,511,253,103,50674.5,618470.9,East India,5.48,15.26,49.51,40.71,1120.48,99.17,491.99
2024-09-15,AD005,Semester Exchange Program,Instagram,17–21 Age,52998,2691,556,360,169,42374.05,1263776.46,South India,5.08,20.66,64.75,46.94,2882.43,76.21,250.73
2024-09-16,AD005,Semester Exchange Program,Instagram,17–21 Age,188733,6063,1486,848,495,117044.6,1718164.73,West India,3.21,24.51,57.07,58.37,1367.96,78.76,236.45
2024-09-17,AD005,Semester Exchange Program,Instagram,22–27 Age,264523,8422,1397,690,285,174372.08,2190322.56,North India,3.18,16.59,49.39,41.3,1156.12,124.82,611.83
2024-09-18,AD005,Semester Exchange Program,Instagram,17–21 Age,99863,5899,1473,894,463,73758.95,1765141.51,East India,5.91,24.97,60.69,51.79,2293.12,50.07,159.31
2024-09-19,AD005,Semester Exchange Program,Instagram,25–35 Age,76229,4994,1189,748,448,38131.31,2070391.74,North India,6.55,23.81,62.91,59.89,5329.64,32.07,85.11
2024-09-20,AD005,Semester Exchange Program,Instagram,17–21 Age,121757,6018,1136,664,374,107787.88,2220089.24,South India,4.94,18.88,58.45,56.33,1959.68,94.88,288.2
2024-09-21,AD005,Semester Exchange Program,Instagram,25–35 Age,114298,4785,1131,713,345,80918.92,2265577.65,North India,4.19,23.64,63.04,48.39,2699.81,71.55,234.55
2024-09-22,AD005,Semester Exchange Program,Instagram,17–21 Age,105308,7365,1272,726,432,43967.23,2323390.45,North India,6.99,17.27,57.08,59.5,5184.37,34.57,101.78
2024-09-23,AD005,Semester Exchange Program,Instagram,22–27 Age,136857,9505,1522,788,362,65108.72,1489069.41,South India,6.95,16.01,51.77,45.94,2187.05,42.78,179.86
2024-09-24,AD005,Semester Exchange Program,Instagram,17–21 Age,134230,8702,1365,650,332,124821.77,1474440.35,West India,6.48,15.69,47.62,51.08,1081.24,91.44,375.97
2024-09-25,AD005,Semester Exchange Program,Instagram,22–27 Age,262940,21020,4963,2852,1664,200318.65,7439846.28,North India,7.99,23.61,57.47,58.35,3614.01,40.36,120.38
2024-09-26,AD005,Semester Exchange Program,Instagram,25–35 Age,273481,17743,3097,1835,1000,262907.98,7305475.89,South India,6.49,17.45,59.25,54.5,2678.72,84.89,262.91
2024-09-27,AD005,Semester Exchange Program,Instagram,17–21 Age,81135,4547,1123,543,325,72931.67,1570056.62,North India,5.6,24.7,48.35,59.85,2052.78,64.94,224.41
2024-09-28,AD005,Semester Exchange Program,Instagram,22–27 Age,177065,8511,1962,1141,682,126930.36,4613730.38,West India,4.81,23.05,58.15,59.77,3534.85,64.69,186.11
2024-09-29,AD005,Semester Exchange Program,Instagram,17–21 Age,120820,8446,1398,808,382,96604.45,1911053.53,South India,6.99,16.55,57.8,47.28,1878.23,69.1,252.89
2024-09-30,AD005,Semester Exchange Program,Instagram,17–21 Age,108200,3265,588,270,146,90135.86,550296.55,Pan India,3.02,18.01,45.92,54.07,510.52,153.29,617.37
2024-10-01,AD005,Semester Exchange Program,Instagram,25–35 Age,181393,7776,1216,691,308,116710.52,955852.67,South India,4.29,15.64,56.83,44.57,718.99,95.98,378.93
2024-10-02,AD005,Semester Exchange Program,Instagram,25–35 Age,188107,11836,2751,1255,668,83985.35,3644883.8,North India,6.29,23.24,45.62,53.23,4239.9,30.53,125.73
2024-10-03,AD005,Semester Exchange Program,Instagram,17–21 Age,136913,4144,997,508,257,88554.32,1706756.01,South India,3.03,24.06,50.95,50.59,1827.35,88.82,344.57
2024-10-04,AD005,Semester Exchange Program,Instagram,25–35 Age,275383,21966,4741,2231,912,239728.52,3926372.14,Pan India,7.98,21.58,47.06,40.88,1537.84,50.56,262.86
2024-10-05,AD005,Semester Exchange Program,Instagram,25–35 Age,287478,15296,2824,1485,658,273924.01,2298553.78,North India,5.32,18.46,52.58,44.31,739.12,97.0,416.3
2024-10-06,AD005,Semester Exchange Program,Instagram,25–35 Age,177706,6076,1461,913,494,142058.98,1710667.68,Pan India,3.42,24.05,62.49,54.11,1104.2,97.23,287.57
2024-10-07,AD005,Semester Exchange Program,Instagram,25–35 Age,295188,8972,1635,877,449,209783.61,3330514.34,East India,3.04,18.22,53.64,51.2,1487.6,128.31,467.22
2024-10-08,AD005,Semester Exchange Program,Instagram,25–35 Age,142451,6326,1430,782,396,65523.4,2443483.47,North India,4.44,22.61,54.69,50.64,3629.18,45.82,165.46
2024-10-09,AD005,Semester Exchange Program,Instagram,22–27 Age,54463,3186,540,317,161,38378.96,865326.9,East India,5.85,16.95,58.7,50.79,2154.69,71.07,238.38
2024-10-10,AD005,Semester Exchange Program,Instagram,25–35 Age,139686,5412,1042,509,290,75836.12,1654751.42,East India,3.87,19.25,48.85,56.97,2082.01,72.78,261.5
2024-10-11,AD005,Semester Exchange Program,Instagram,25–35 Age,120409,4489,780,484,246,110563.17,1888857.04,East India,3.73,17.38,62.05,50.83,1608.4,141.75,449.44
2024-10-12,AD005,Semester Exchange Program,Instagram,17–21 Age,216016,10639,1987,1050,475,139364.0,1826451.72,South India,4.93,18.68,52.84,45.24,1210.56,70.14,293.4
2024-10-13,AD005,Semester Exchange Program,Instagram,17–21 Age,58912,4326,782,498,295,48216.62,1214180.74,South India,7.34,18.08,63.68,59.24,2418.18,61.66,163.45
2024-10-14,AD005,Semester Exchange Program,Instagram,22–27 Age,202717,6817,1069,693,358,116988.99,1522257.6,West India,3.36,15.68,64.83,51.66,1201.2,109.44,326.78
2024-10-15,AD005,Semester Exchange Program,Instagram,22–27 Age,251656,18834,3343,1918,1080,241798.27,7037867.27,South India,7.48,17.75,57.37,56.31,2810.64,72.33,223.89
2024-10-16,AD005,Semester Exchange Program,Instagram,17–21 Age,199622,6041,993,525,228,176721.83,988512.45,South India,3.03,16.44,52.87,43.43,459.36,177.97,775.1
2024-10-17,AD005,Semester Exchange Program,Instagram,25–35 Age,69381,3391,607,363,166,49757.02,578094.77,Pan India,4.89,17.9,59.8,45.73,1061.84,81.97,299.74
2024-10-18,AD005,Semester Exchange Program,Instagram,17–21 Age,287101,12759,2552,1493,878,208157.08,4202662.82,North India,4.44,20.0,58.5,58.81,1918.99,81.57,237.08
2024-10-19,AD005,Semester Exchange Program,Instagram,17–21 Age,184878,12850,2357,1514,788,119293.73,4620820.81,East India,6.95,18.34,64.23,52.05,3773.48,50.61,151.39
2024-10-20,AD005,Semester Exchange Program,Instagram,22–27 Age,92994,4254,1025,663,325,63509.98,1979290.65,West India,4.57,24.09,64.68,49.02,3016.5,61.96,195.42
2024-10-21,AD005,Semester Exchange Program,Instagram,25–35 Age,122794,7849,1907,1022,609,115044.95,2146534.46,East India,6.39,24.3,53.59,59.59,1765.82,60.33,188.91
2024-10-22,AD005,Semester Exchange Program,Instagram,17–21 Age,91570,6739,1285,721,353,79415.47,2003387.48,West India,7.36,19.07,56.11,48.96,2422.67,61.8,224.97
2024-10-23,AD005,Semester Exchange Program,Instagram,25–35 Age,136044,5700,1277,576,315,81289.85,1260959.52,West India,4.19,22.4,45.11,54.69,1451.19,63.66,258.06
2024-10-24,AD005,Semester Exchange Program,Instagram,22–27 Age,167984,5400,1206,563,278,99048.93,1366324.42,East India,3.21,22.33,46.68,49.38,1279.44,82.13,356.29
2024-10-25,AD005,Semester Exchange Program,Instagram,22–27 Age,95036,5272,948,435,238,52509.6,1552232.36,North India,5.55,17.98,45.89,54.71,2856.09,55.39,220.63
2024-10-26,AD005,Semester Exchange Program,Instagram,25–35 Age,59294,3218,771,376,216,51407.62,827192.52,West India,5.43,23.96,48.77,57.45,1509.09,66.68,238.0
2024-10-27,AD005,Semester Exchange Program,Instagram,22–27 Age,130677,9462,1831,969,562,89431.65,2487761.4,North India,7.24,19.35,52.92,58.0,2681.75,48.84,159.13
2024-10-28,AD005,Semester Exchange Program,Instagram,22–27 Age,97058,3274,651,375,190,45063.28,895881.61,Pan India,3.37,19.88,57.6,50.67,1888.05,69.22,237.18
2024-10-29,AD005,Semester Exchange Program,Instagram,17–21 Age,179478,6773,1044,667,270,91661.15,2080724.29,North India,3.77,15.41,63.89,40.48,2170.02,87.8,339.49
2024-10-30,AD005,Semester Exchange Program,Instagram,25–35 Age,281673,15379,3271,1753,1035,204309.98,3459761.8,South India,5.46,21.27,53.59,59.04,1593.39,62.46,197.4
2024-10-31,AD005,Semester Exchange Program,Instagram,25–35 Age,116450,6235,1558,824,360,65629.02,1949668.5,South India,5.35,24.99,52.89,43.69,2870.74,42.12,182.3
2024-11-01,AD005,Semester Exchange Program,Instagram,17–21 Age,225961,14171,3221,1819,993,168277.96,3222207.73,North India,6.27,22.73,56.47,54.59,1814.81,52.24,169.46
2024-11-02,AD005,Semester Exchange Program,Instagram,25–35 Age,106756,7681,1748,926,405,72448.35,1950812.15,Pan India,7.19,22.76,52.97,43.74,2592.69,41.45,178.88
2024-11-03,AD005,Semester Exchange Program,Instagram,17–21 Age,232832,9147,1633,749,397,193724.4,3007990.84,South India,3.93,17.85,45.87,53.0,1452.72,118.63,487.97
2024-11-04,AD005,Semester Exchange Program,Instagram,22–27 Age,283483,9399,2257,1289,646,152209.39,2606457.79,Pan India,3.32,24.01,57.11,50.12,1612.42,67.44,235.62
2024-11-05,AD005,Semester Exchange Program,Instagram,25–35 Age,239123,8684,1946,1221,722,204001.7,2714132.08,North India,3.63,22.41,62.74,59.13,1230.45,104.83,282.55
2024-11-06,AD005,Semester Exchange Program,Instagram,25–35 Age,276380,16064,2534,1232,551,170390.62,3092023.95,East India,5.81,15.77,48.62,44.72,1714.67,67.24,309.24
2024-11-07,AD005,Semester Exchange Program,Instagram,17–21 Age,270180,14454,3258,1917,990,268873.26,6443869.42,West India,5.35,22.54,58.84,51.64,2296.62,82.53,271.59
2024-11-08,AD005,Semester Exchange Program,Instagram,17–21 Age,286662,11043,1712,779,318,131184.55,1392508.14,East India,3.85,15.5,45.5,40.82,961.49,76.63,412.53
2024-11-09,AD005,Semester Exchange Program,Instagram,22–27 Age,181568,10036,2164,1043,557,105288.6,2943846.76,Pan India,5.53,21.56,48.2,53.4,2695.98,48.65,189.03
2024-11-10,AD005,Semester Exchange Program,Instagram,17–21 Age,55161,1674,327,182,93,27683.46,419254.85,North India,3.03,19.53,55.66,51.1,1414.46,84.66,297.67
2024-11-11,AD005,Semester Exchange Program,Instagram,25–35 Age,146332,7956,1417,687,389,145598.6,1883807.49,East India,5.44,17.81,48.48,56.62,1193.84,102.75,374.29
2024-11-12,AD005,Semester Exchange Program,Instagram,17–21 Age,283452,10161,2461,1357,599,241562.24,2333253.91,East India,3.58,24.22,55.14,44.14,865.9,98.16,403.28
2024-11-13,AD005,Semester Exchange Program,Instagram,17–21 Age,266279,21175,3231,1568,646,219965.47,2905813.4,East India,7.95,15.26,48.53,41.2,1221.03,68.08,340.5
2024-11-14,AD005,Semester Exchange Program,Instagram,25–35 Age,126096,4710,786,422,172,75860.32,757098.6,Pan India,3.74,16.69,53.69,40.76,898.02,96.51,441.05
2024-11-15,AD005,Semester Exchange Program,Instagram,22–27 Age,72191,4406,911,578,345,56628.01,1560935.41,West India,6.1,20.68,63.45,59.69,2656.47,62.16,164.14
2024-11-16,AD005,Semester Exchange Program,Instagram,25–35 Age,102772,7546,1445,670,401,91991.98,2282140.1,Pan India,7.34,19.15,46.37,59.85,2380.8,63.66,229.41
2024-11-17,AD005,Semester Exchange Program,Instagram,22–27 Age,110873,5990,1401,803,465,86112.93,2382488.17,Pan India,5.4,23.39,57.32,57.91,2666.7,61.47,185.19
2024-11-18,AD005,Semester Exchange Program,Instagram,17–21 Age,204362,14066,3141,1562,659,184747.29,3568654.0,South India,6.88,22.33,49.73,42.19,1831.64,58.82,280.34
2024-11-19,AD005,Semester Exchange Program,Instagram,17–21 Age,180572,12720,2814,1384,578,137201.61,3495163.5,West India,7.04,22.12,49.18,41.76,2447.47,48.76,237.37
2024-11-20,AD005,Semester Exchange Program,Instagram,25–35 Age,193929,13873,3062,1471,874,161155.16,6776185.69,West India,7.15,22.07,48.04,59.42,4104.76,52.63,184.39
2024-11-21,AD005,Semester Exchange Program,Instagram,25–35 Age,82283,2921,481,235,130,76726.47,415137.55,North India,3.55,16.47,48.86,55.32,441.06,159.51,590.2
2024-11-22,AD005,Semester Exchange Program,Instagram,25–35 Age,192091,11604,2347,1104,643,125058.01,4406790.35,West India,6.04,20.23,47.04,58.24,3423.8,53.28,194.49
2024-11-23,AD005,Semester Exchange Program,Instagram,25–35 Age,65161,2390,561,334,173,46009.7,825433.67,South India,3.67,23.47,59.54,51.8,1694.04,82.01,265.95
2024-11-24,AD005,Semester Exchange Program,Instagram,22–27 Age,273486,9563,1760,876,515,230126.27,3733798.06,Pan India,3.5,18.4,49.77,58.79,1522.5,130.75,446.85
2024-11-25,AD005,Semester Exchange Program,Instagram,22–27 Age,69058,3605,672,383,211,46789.73,1676078.02,South India,5.22,18.64,56.99,55.09,3482.15,69.63,221.75
2024-11-26,AD005,Semester Exchange Program,Instagram,22–27 Age,91853,6881,1240,672,277,44008.16,1877093.83,North India,7.49,18.02,54.19,41.22,4165.33,35.49,158.87
2024-11-27,AD005,Semester Exchange Program,Instagram,17–21 Age,90600,5028,1186,602,308,73545.38,1650695.41,East India,5.55,23.59,50.76,51.16,2144.46,62.01,238.78
2024-11-28,AD005,Semester Exchange Program,Instagram,22–27 Age,175761,5318,1233,657,374,116485.8,2032416.22,South India,3.03,23.19,53.28,56.93,1644.78,94.47,311.46
2024-11-29,AD005,Semester Exchange Program,Instagram,22–27 Age,255808,20215,4403,2084,1238,219725.73,5687975.93,West India,7.9,21.78,47.33,59.4,2488.67,49.9,177.48
2024-11-30,AD005,Semester Exchange Program,Instagram,22–27 Age,80454,5850,1090,544,298,70151.88,1542618.67,Pan India,7.27,18.63,49.91,54.78,2098.97,64.36,235.41
2024-12-01,AD005,Semester Exchange Program,Instagram,17–21 Age,197437,15661,3170,2036,967,126999.65,3380862.13,East India,7.93,20.24,64.23,47.5,2562.1,40.06,131.33
2024-12-02,AD005,Semester Exchange Program,Instagram,25–35 Age,89542,6519,1086,697,285,60866.25,1813988.18,East India,7.28,16.66,64.18,40.89,2880.29,56.05,213.57
2024-12-03,AD005,Semester Exchange Program,Instagram,17–21 Age,264827,17541,3210,1832,918,239779.4,4492737.47,North India,6.62,18.3,57.07,50.11,1773.7,74.7,261.2
2024-12-04,AD005,Semester Exchange Program,Instagram,25–35 Age,246484,15426,3748,2056,1100,197907.72,3733897.51,North India,6.26,24.3,54.86,53.5,1786.69,52.8,179.92
2024-12-05,AD005,Semester Exchange Program,Instagram,22–27 Age,166847,6747,1403,818,471,125046.51,1803264.94,Pan India,4.04,20.79,58.3,57.58,1342.08,89.13,265.49
2024-12-06,AD005,Semester Exchange Program,Instagram,17–21 Age,159764,8942,1411,644,294,90588.72,1354157.21,Pan India,5.6,15.78,45.64,45.65,1394.84,64.2,308.12
2024-12-07,AD005,Semester Exchange Program,Instagram,22–27 Age,102163,5048,1064,661,327,60848.34,2575367.84,West India,4.94,21.08,62.12,49.47,4132.44,57.19,186.08
2024-12-08,AD005,Semester Exchange Program,Instagram,25–35 Age,126853,7221,1286,797,398,50966.79,2508469.86,West India,5.69,17.81,61.98,49.94,4821.77,39.63,128.06
2024-12-09,AD005,Semester Exchange Program,Instagram,25–35 Age,220003,12964,2716,1272,714,149924.94,5270433.16,East India,5.89,20.95,46.83,56.13,3415.38,55.2,209.98
2024-12-10,AD005,Semester Exchange Program,Instagram,22–27 Age,201824,7307,1450,689,362,150905.55,1905071.16,Pan India,3.62,19.84,47.52,52.54,1162.43,104.07,416.87
2024-12-11,AD005,Semester Exchange Program,Instagram,17–21 Age,250260,19853,3492,1798,784,135506.91,2906425.19,West India,7.93,17.59,51.49,43.6,2044.85,38.8,172.84
2024-12-12,AD005,Semester Exchange Program,Instagram,25–35 Age,135664,4928,1186,699,396,57125.92,2556577.29,West India,3.63,24.07,58.94,56.65,4375.34,48.17,144.26
2024-12-13,AD005,Semester Exchange Program,Instagram,25–35 Age,160397,9855,1850,945,509,66687.61,2358767.81,Pan India,6.14,18.77,51.08,53.86,3437.04,36.05,131.02
2024-12-14,AD005,Semester Exchange Program,Instagram,22–27 Age,79723,3466,546,277,162,45007.68,714695.19,Pan India,4.35,15.75,50.73,58.48,1487.94,82.43,277.83
2024-12-15,AD005,Semester Exchange Program,Instagram,25–35 Age,152326,8620,2136,1366,558,144403.81,4066244.11,North India,5.66,24.78,63.95,40.85,2715.88,67.6,258.79
2024-12-16,AD005,Semester Exchange Program,Instagram,25–35 Age,215008,12718,3010,1775,928,185494.55,5966828.56,North India,5.92,23.67,58.97,52.28,3116.71,61.63,199.89
2024-12-17,AD005,Semester Exchange Program,Instagram,25–35 Age,226154,6787,1355,775,413,127284.48,3048285.96,East India,3.0,19.96,57.2,53.29,2294.86,93.94,308.19
2024-12-18,AD005,Semester Exchange Program,Instagram,17–21 Age,65380,3622,886,466,197,38280.77,618935.67,East India,5.54,24.46,52.6,42.27,1516.83,43.21,194.32
2024-12-19,AD005,Semester Exchange Program,Instagram,22–27 Age,64816,4503,783,385,198,36917.17,1292747.35,South India,6.95,17.39,49.17,51.43,3401.75,47.15,186.45
2024-12-20,AD005,Semester Exchange Program,Instagram,25–35 Age,129732,6744,1532,866,459,59861.08,3616448.38,North India,5.2,22.72,56.53,53.0,5941.4,39.07,130.42
2024-12-21,AD005,Semester Exchange Program,Instagram,25–35 Age,191010,6685,1113,682,386,84242.54,2143080.95,East India,3.5,16.65,61.28,56.6,2443.94,75.69,218.24
2024-12-22,AD005,Semester Exchange Program,Instagram,22–27 Age,68302,2222,383,243,139,55070.2,866752.39,West India,3.25,17.24,63.45,57.2,1473.9,143.79,396.19
2024-12-23,AD005,Semester Exchange Program,Instagram,22–27 Age,148429,6118,1413,782,344,93856.35,1316377.62,North India,4.12,23.1,55.34,43.99,1302.55,66.42,272.84
2024-12-24,AD005,Semester Exchange Program,Instagram,22–27 Age,130005,7572,1183,758,342,52249.34,2407660.84,South India,5.82,15.62,64.07,45.12,4508.02,44.17,152.78
2024-12-25,AD005,Semester Exchange Program,Instagram,25–35 Age,188671,14836,3690,2154,921,187239.3,5745146.2,West India,7.86,24.87,58.37,42.76,2968.34,50.74,203.3
2024-12-26,AD005,Semester Exchange Program,Instagram,22–27 Age,210372,8399,1694,973,468,119550.69,3244204.25,South India,3.99,20.17,57.44,48.1,2613.66,70.57,255.45
2024-12-27,AD005,Semester Exchange Program,Instagram,17–21 Age,242821,11287,2295,1202,698,99352.03,4449421.1,Pan India,4.65,20.33,52.37,58.07,4378.44,43.29,142.34
2024-12-28,AD005,Semester Exchange Program,Instagram,22–27 Age,203553,16070,3160,1749,804,85165.18,4136749.5,West India,7.89,19.66,55.35,45.97,4757.32,26.95,105.93
2024-12-29,AD005,Semester Exchange Program,Instagram,17–21 Age,76603,5356,1267,651,332,45529.69,1938587.1,West India,6.99,23.66,51.38,51.0,4157.85,35.94,137.14
2024-12-30,AD005,Semester Exchange Program,Instagram,22–27 Age,170097,6950,1199,740,397,123129.23,2422516.68,South India,4.09,17.25,61.72,53.65,1867.46,102.69,310.15
2024-12-31,AD005,Semester Exchange Program,Instagram,22–27 Age,131701,9179,1437,927,505,59393.39,3247013.45,Pan India,6.97,15.66,64.51,54.48,5366.96,41.33,117.61
2025-01-01,AD003,Placements,LinkedIn,22–27 Age,279530,19894,3599,2203,1218,273389.72,8583247.3,South India,7.12,18.09,61.21,55.29,3039.56,75.96,224.46
2025-01-02,AD003,Placements,LinkedIn,17–21 Age,107357,3850,660,404,170,64297.75,639111.06,West India,3.59,17.14,61.21,42.08,893.99,97.42,378.22
2025-01-03,AD003,Placements,LinkedIn,25–35 Age,234568,11507,2233,1415,677,228209.58,3116134.9,West India,4.91,19.41,63.37,47.84,1265.47,102.2,337.09
2025-01-04,AD003,Placements,LinkedIn,25–35 Age,118873,6602,1257,706,337,88250.44,1510928.16,West India,5.55,19.04,56.17,47.73,1612.09,70.21,261.87
2025-01-05,AD003,Placements,LinkedIn,22–27 Age,65935,3337,635,299,144,33688.76,618176.8,Pan India,5.06,19.03,47.09,48.16,1734.96,53.05,233.95
2025-01-06,AD003,Placements,LinkedIn,25–35 Age,98052,5653,1278,620,365,66527.79,2071736.22,East India,5.77,22.61,48.51,58.87,3014.09,52.06,182.27
2025-01-07,AD003,Placements,LinkedIn,22–27 Age,131378,7546,1518,715,293,83251.47,1142012.75,Pan India,5.74,20.12,47.1,40.98,1271.76,54.84,284.13
2025-01-08,AD003,Placements,LinkedIn,22–27 Age,262420,14446,3479,2040,966,119191.61,6335108.83,West India,5.5,24.08,58.64,47.35,5215.06,34.26,123.39
2025-01-09,AD003,Placements,LinkedIn,25–35 Age,153266,6717,1640,966,430,153149.87,2013145.18,Pan India,4.38,24.42,58.9,44.51,1214.49,93.38,356.16
2025-01-10,AD003,Placements,LinkedIn,22–27 Age,70209,2239,511,331,185,54632.02,1173022.89,South India,3.19,22.82,64.77,55.89,2047.13,106.91,295.31
2025-01-11,AD003,Placements,LinkedIn,22–27 Age,125823,6100,1244,598,263,78509.29,1955712.94,South India,4.85,20.39,48.07,43.98,2391.06,63.11,298.51
2025-01-12,AD003,Placements,LinkedIn,25–35 Age,203716,6420,1047,499,199,165278.22,840797.82,West India,3.15,16.31,47.66,39.88,408.72,157.86,830.54
2025-01-13,AD003,Placements,LinkedIn,22–27 Age,146482,4711,931,572,338,141930.1,2174371.93,North India,3.22,19.76,61.44,59.09,1432.0,152.45,419.91
2025-01-14,AD003,Placements,LinkedIn,22–27 Age,266480,8507,1449,740,346,179057.44,2625757.68,Pan India,3.19,17.03,51.07,46.76,1366.43,123.57,517.51
2025-01-15,AD003,Placements,LinkedIn,22–27 Age,119877,5157,853,489,196,55662.12,601879.73,East India,4.3,16.54,57.33,40.08,981.31,65.25,283.99
2025-01-16,AD003,Placements,LinkedIn,25–35 Age,258617,11130,2706,1265,634,220388.72,3969227.91,East India,4.3,24.31,46.75,50.12,1701.01,81.44,347.62
2025-01-17,AD003,Placements,LinkedIn,25–35 Age,286009,20719,3174,1988,1183,159981.23,5016566.76,North India,7.24,15.32,62.63,59.51,3035.72,50.4,135.23
2025-01-18,AD003,Placements,LinkedIn,22–27 Age,143217,6695,1166,607,327,67853.55,1547240.6,South India,4.67,17.42,52.06,53.87,2180.26,58.19,207.5
2025-01-19,AD003,Placements,LinkedIn,22–27 Age,72167,3593,602,351,197,70366.31,1134508.65,East India,4.98,16.75,58.31,56.13,1512.29,116.89,357.19
2025-01-20,AD003,Placements,LinkedIn,22–27 Age,239490,16490,2821,1500,857,231252.5,2591070.74,Pan India,6.89,17.11,53.17,57.13,1020.45,81.98,269.84
2025-01-21,AD003,Placements,LinkedIn,22–27 Age,114858,8995,2140,1042,585,109054.25,3742051.97,Pan India,7.83,23.79,48.69,56.14,3331.37,50.96,186.42
2025-01-22,AD003,Placements,LinkedIn,25–35 Age,287469,15650,3709,1899,784,253282.64,2874025.11,West India,5.44,23.7,51.2,41.28,1034.71,68.29,323.06
2025-01-23,AD003,Placements,LinkedIn,22–27 Age,160382,12822,2675,1467,670,98850.69,3011981.4,Pan India,7.99,20.86,54.84,45.67,2947.0,36.95,147.54
2025-01-24,AD003,Placements,LinkedIn,22–27 Age,87341,6016,1290,669,315,35138.72,2092169.31,East India,6.89,21.44,51.86,47.09,5854.03,27.24,111.55
2025-01-25,AD003,Placements,LinkedIn,22–27 Age,184938,6118,1450,865,478,132226.89,1439934.34,North India,3.31,23.7,59.66,55.26,988.99,91.19,276.63
2025-01-26,AD003,Placements,LinkedIn,22–27 Age,63670,3261,779,463,260,57921.04,1810450.96,North India,5.12,23.89,59.44,56.16,3025.72,74.35,222.77
2025-01-27,AD003,Placements,LinkedIn,17–21 Age,182711,13431,2341,1427,816,123017.03,5356819.38,North India,7.35,17.43,60.96,57.18,4254.53,52.55,150.76
2025-01-28,AD003,Placements,LinkedIn,17–21 Age,228212,18002,4371,2526,1404,140065.3,6510695.7,South India,7.89,24.28,57.79,55.58,4548.33,32.04,99.76
2025-01-29,AD003,Placements,LinkedIn,25–35 Age,258910,20306,3105,1415,615,196117.34,4520782.34,East India,7.84,15.29,45.57,43.46,2205.14,63.16,318.89
2025-01-30,AD003,Placements,LinkedIn,17–21 Age,90143,2803,540,314,175,40656.59,1007449.12,Pan India,3.11,19.27,58.15,55.73,2377.95,75.29,232.32
2025-01-31,AD003,Placements,LinkedIn,22–27 Age,85144,3382,587,296,155,42903.25,564840.05,Pan India,3.97,17.36,50.43,52.36,1216.54,73.09,276.8
2025-02-01,AD003,Placements,LinkedIn,25–35 Age,247492,18132,4384,2710,1613,189072.19,6367802.47,East India,7.33,24.18,61.82,59.52,3267.92,43.13,117.22
2025-02-02,AD003,Placements,LinkedIn,25–35 Age,131901,8460,1385,816,412,123943.03,2536624.06,East India,6.41,16.37,58.92,50.49,1946.6,89.49,300.83
2025-02-03,AD003,Placements,LinkedIn,25–35 Age,228466,8425,1286,782,385,169210.25,1194707.96,East India,3.69,15.26,60.81,49.23,606.05,131.58,439.51
2025-02-04,AD003,Placements,LinkedIn,17–21 Age,224736,14914,3722,2167,1264,217968.09,3957313.4,West India,6.64,24.96,58.22,58.33,1715.55,58.56,172.44
2025-02-05,AD003,Placements,LinkedIn,25–35 Age,169022,13204,3261,1590,892,147597.12,2727577.06,West India,7.81,24.7,48.76,56.1,1747.99,45.26,165.47
2025-02-06,AD003,Placements,LinkedIn,17–21 Age,171440,12089,2871,1782,734,118811.98,2681533.2,North India,7.05,23.75,62.07,41.19,2156.96,41.38,161.87
2025-02-07,AD003,Placements,LinkedIn,25–35 Age,157459,9897,2312,1209,650,142696.95,2825372.26,North India,6.29,23.36,52.29,53.76,1879.98,61.72,219.53
2025-02-08,AD003,Placements,LinkedIn,22–27 Age,65423,3275,709,417,179,31628.24,642830.89,Pan India,5.01,21.65,58.82,42.93,1932.46,44.61,176.69
